MeterNo,SIP End Date and time,V,V,V,A,A,A,Hz,kWh(I) Tot,kWh(E) Tot,kVArh(Lg)-Wh(I),kVArh(Ld)-Wh(E),kVArh(Lg)-Wh(E),kVArh(Ld)-Wh(I),kVAh-Wh(I),kVAh-Wh(E),kWh(I-E) Bi,,,DataStatus,Units
29559724,21-08-2025 18:30,251.16 V,250.14 V,250.96 V,0.503 A,0.876 A,0.55 A,50.037 Hz,0.241 kWh(I) Tot,0 kWh(E) Tot,0.032 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.242 kVAh-Wh(I),0 kVAh-Wh(E),0.241 kWh(I-E) Bi,0.996,1,1,2
29559724,21-08-2025 19:00,248.25 V,247.08 V,247.8 V,0.58 A,0.931 A,0.585 A,49.864 Hz,0.257 kWh(I) Tot,0 kWh(E) Tot,0.033 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.26 kVAh-Wh(I),0 kVAh-Wh(E),0.257 kWh(I-E) Bi,0.988,1,1,2
29559724,21-08-2025 19:30,245.08 V,243.53 V,244.63 V,0.643 A,0.951 A,0.638 A,49.663 Hz,0.271 kWh(I) Tot,0 kWh(E) Tot,0.034 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.273 kVAh-Wh(I),0 kVAh-Wh(E),0.271 kWh(I-E) Bi,0.993,1,1,2
29559724,21-08-2025 20:00,247.66 V,246 V,247.12 V,0.684 A,1.048 A,0.682 A,49.956 Hz,0.297 kWh(I) Tot,0 kWh(E) Tot,0.031 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.298 kVAh-Wh(I),0 kVAh-Wh(E),0.297 kWh(I-E) Bi,0.997,1,1,2
29559724,21-08-2025 20:30,247.44 V,245.44 V,246.81 V,0.725 A,1.168 A,0.707 A,49.979 Hz,0.318 kWh(I) Tot,0 kWh(E) Tot,0.031 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.32 kVAh-Wh(I),0 kVAh-Wh(E),0.318 kWh(I-E) Bi,0.994,1,1,2
29559724,21-08-2025 21:00,243.7 V,241.39 V,243.39 V,0.814 A,1.28 A,0.727 A,49.901 Hz,0.342 kWh(I) Tot,0 kWh(E) Tot,0.029 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.343 kVAh-Wh(I),0 kVAh-Wh(E),0.342 kWh(I-E) Bi,0.997,1,1,2
29559724,21-08-2025 21:30,242.18 V,239.51 V,241.86 V,0.902 A,1.345 A,0.744 A,49.948 Hz,0.359 kWh(I) Tot,0 kWh(E) Tot,0.031 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.361 kVAh-Wh(I),0 kVAh-Wh(E),0.359 kWh(I-E) Bi,0.994,1,1,2
29559724,21-08-2025 22:00,240.66 V,237.39 V,239.98 V,0.889 A,1.423 A,0.878 A,50.004 Hz,0.38 kWh(I) Tot,0 kWh(E) Tot,0.033 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.381 kVAh-Wh(I),0 kVAh-Wh(E),0.38 kWh(I-E) Bi,0.997,1,1,2
29559724,21-08-2025 22:30,238.52 V,234.97 V,237.93 V,0.947 A,1.535 A,0.983 A,49.991 Hz,0.409 kWh(I) Tot,0 kWh(E) Tot,0.035 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.41 kVAh-Wh(I),0 kVAh-Wh(E),0.409 kWh(I-E) Bi,0.998,1,1,2
29559724,21-08-2025 23:00,240.5 V,236.76 V,239.89 V,1.002 A,1.564 A,1.022 A,50.017 Hz,0.427 kWh(I) Tot,0 kWh(E) Tot,0.04 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.429 kVAh-Wh(I),0 kVAh-Wh(E),0.427 kWh(I-E) Bi,0.995,1,1,2
29559724,21-08-2025 23:30,240.75 V,236.72 V,240.39 V,1.001 A,1.663 A,0.97 A,50.029 Hz,0.431 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.434 kVAh-Wh(I),0 kVAh-Wh(E),0.431 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 00:00,242.46 V,238.31 V,241.99 V,0.968 A,1.626 A,0.959 A,50.058 Hz,0.426 kWh(I) Tot,0 kWh(E) Tot,0.045 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.428 kVAh-Wh(I),0 kVAh-Wh(E),0.426 kWh(I-E) Bi,0.995,1,1,2
29559724,22-08-2025 00:30,245.48 V,241.56 V,245.22 V,0.963 A,1.605 A,0.952 A,50.041 Hz,0.426 kWh(I) Tot,0 kWh(E) Tot,0.046 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.429 kVAh-Wh(I),0 kVAh-Wh(E),0.426 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 01:00,245.81 V,242.09 V,245.65 V,0.912 A,1.473 A,0.872 A,49.998 Hz,0.396 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.398 kVAh-Wh(I),0 kVAh-Wh(E),0.396 kWh(I-E) Bi,0.995,1,1,2
29559724,22-08-2025 01:30,246.09 V,242.67 V,245.96 V,0.883 A,1.405 A,0.841 A,49.982 Hz,0.38 kWh(I) Tot,0 kWh(E) Tot,0.041 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.382 kVAh-Wh(I),0 kVAh-Wh(E),0.38 kWh(I-E) Bi,0.995,1,1,2
29559724,22-08-2025 02:00,248.02 V,244.75 V,247.64 V,0.86 A,1.393 A,0.819 A,49.962 Hz,0.376 kWh(I) Tot,0 kWh(E) Tot,0.046 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.379 kVAh-Wh(I),0 kVAh-Wh(E),0.376 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 02:30,248.13 V,245.05 V,247.59 V,0.821 A,1.323 A,0.795 A,49.989 Hz,0.361 kWh(I) Tot,0 kWh(E) Tot,0.041 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.363 kVAh-Wh(I),0 kVAh-Wh(E),0.361 kWh(I-E) Bi,0.994,1,1,2
29559724,22-08-2025 03:00,248.66 V,245.66 V,248.17 V,0.76 A,1.331 A,0.799 A,49.987 Hz,0.355 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.357 kVAh-Wh(I),0 kVAh-Wh(E),0.355 kWh(I-E) Bi,0.994,1,1,2
29559724,22-08-2025 03:30,249.87 V,246.8 V,249.45 V,0.707 A,1.294 A,0.82 A,49.986 Hz,0.348 kWh(I) Tot,0 kWh(E) Tot,0.041 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.351 kVAh-Wh(I),0 kVAh-Wh(E),0.348 kWh(I-E) Bi,0.991,1,1,2
29559724,22-08-2025 04:00,250.84 V,247.75 V,250.36 V,0.718 A,1.302 A,0.817 A,49.948 Hz,0.351 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.354 kVAh-Wh(I),0 kVAh-Wh(E),0.351 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 04:30,251.55 V,248.81 V,251.17 V,0.752 A,1.256 A,0.775 A,49.918 Hz,0.345 kWh(I) Tot,0 kWh(E) Tot,0.045 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.348 kVAh-Wh(I),0 kVAh-Wh(E),0.345 kWh(I-E) Bi,0.991,1,1,2
29559724,22-08-2025 05:00,251.71 V,249 V,251.13 V,0.758 A,1.192 A,0.836 A,49.912 Hz,0.346 kWh(I) Tot,0 kWh(E) Tot,0.047 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.349 kVAh-Wh(I),0 kVAh-Wh(E),0.346 kWh(I-E) Bi,0.991,1,1,2
29559724,22-08-2025 05:30,252.15 V,249.24 V,251.33 V,0.733 A,1.215 A,0.834 A,49.992 Hz,0.346 kWh(I) Tot,0 kWh(E) Tot,0.049 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.349 kVAh-Wh(I),0 kVAh-Wh(E),0.346 kWh(I-E) Bi,0.991,1,1,2
29559724,22-08-2025 06:00,252.08 V,249.23 V,251.04 V,0.706 A,1.157 A,0.824 A,50.006 Hz,0.334 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.337 kVAh-Wh(I),0 kVAh-Wh(E),0.334 kWh(I-E) Bi,0.991,1,1,2
29559724,22-08-2025 06:30,252.21 V,249.88 V,251.24 V,0.739 A,1.034 A,0.725 A,49.984 Hz,0.31 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.314 kVAh-Wh(I),0 kVAh-Wh(E),0.31 kWh(I-E) Bi,0.987,1,1,2
29559724,22-08-2025 07:00,252.85 V,250.38 V,251.8 V,0.66 A,1.01 A,0.738 A,50 Hz,0.3 kWh(I) Tot,0 kWh(E) Tot,0.045 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.303 kVAh-Wh(I),0 kVAh-Wh(E),0.3 kWh(I-E) Bi,0.99,1,1,2
29559724,22-08-2025 07:30,250.86 V,248.75 V,250.25 V,0.681 A,0.989 A,0.8 A,49.963 Hz,0.305 kWh(I) Tot,0 kWh(E) Tot,0.05 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.309 kVAh-Wh(I),0 kVAh-Wh(E),0.305 kWh(I-E) Bi,0.987,1,1,2
29559724,22-08-2025 08:00,251.95 V,249.65 V,251.38 V,0.66 A,1.11 A,0.772 A,50.006 Hz,0.315 kWh(I) Tot,0 kWh(E) Tot,0.049 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.319 kVAh-Wh(I),0 kVAh-Wh(E),0.315 kWh(I-E) Bi,0.987,1,1,2
29559724,22-08-2025 08:30,251.93 V,250.06 V,251.33 V,0.662 A,1.02 A,0.754 A,50.016 Hz,0.302 kWh(I) Tot,0 kWh(E) Tot,0.046 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.306 kVAh-Wh(I),0 kVAh-Wh(E),0.302 kWh(I-E) Bi,0.987,1,1,2
29559724,22-08-2025 09:00,248.44 V,246.93 V,248.19 V,0.693 A,1.074 A,0.662 A,50.003 Hz,0.299 kWh(I) Tot,0 kWh(E) Tot,0.041 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.301 kVAh-Wh(I),0 kVAh-Wh(E),0.299 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 09:30,246.64 V,245.41 V,246.37 V,0.613 A,1.002 A,0.566 A,50.02 Hz,0.266 kWh(I) Tot,0 kWh(E) Tot,0.037 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.268 kVAh-Wh(I),0 kVAh-Wh(E),0.266 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 10:00,245.28 V,244.15 V,244.93 V,0.531 A,1.003 A,0.521 A,50.019 Hz,0.249 kWh(I) Tot,0 kWh(E) Tot,0.033 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.252 kVAh-Wh(I),0 kVAh-Wh(E),0.249 kWh(I-E) Bi,0.988,1,1,2
29559724,22-08-2025 10:30,245.43 V,244.57 V,245.26 V,0.533 A,0.892 A,0.542 A,49.988 Hz,0.239 kWh(I) Tot,0 kWh(E) Tot,0.031 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.241 kVAh-Wh(I),0 kVAh-Wh(E),0.239 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 11:00,246.4 V,245.9 V,246.05 V,0.538 A,0.868 A,0.517 A,50.055 Hz,0.235 kWh(I) Tot,0 kWh(E) Tot,0.028 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.237 kVAh-Wh(I),0 kVAh-Wh(E),0.235 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 11:30,243.85 V,243.04 V,243.33 V,0.544 A,0.913 A,0.499 A,50.053 Hz,0.237 kWh(I) Tot,0 kWh(E) Tot,0.028 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.238 kVAh-Wh(I),0 kVAh-Wh(E),0.237 kWh(I-E) Bi,0.996,1,1,2
29559724,22-08-2025 12:00,245.05 V,244.16 V,244.79 V,0.591 A,0.965 A,0.509 A,50.014 Hz,0.251 kWh(I) Tot,0 kWh(E) Tot,0.03 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.253 kVAh-Wh(I),0 kVAh-Wh(E),0.251 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 12:30,246.65 V,245.74 V,246.31 V,0.516 A,0.829 A,0.499 A,49.985 Hz,0.226 kWh(I) Tot,0 kWh(E) Tot,0.024 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.227 kVAh-Wh(I),0 kVAh-Wh(E),0.226 kWh(I-E) Bi,0.996,1,1,2
29559724,22-08-2025 13:00,248.42 V,247.35 V,248.05 V,0.474 A,0.877 A,0.466 A,49.96 Hz,0.223 kWh(I) Tot,0 kWh(E) Tot,0.028 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.225 kVAh-Wh(I),0 kVAh-Wh(E),0.223 kWh(I-E) Bi,0.991,1,1,2
29559724,22-08-2025 13:30,250.79 V,249.47 V,250.03 V,0.529 A,0.89 A,0.531 A,50.011 Hz,0.242 kWh(I) Tot,0 kWh(E) Tot,0.031 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.244 kVAh-Wh(I),0 kVAh-Wh(E),0.242 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 14:00,247.83 V,246.52 V,247.18 V,0.514 A,0.887 A,0.535 A,49.986 Hz,0.238 kWh(I) Tot,0 kWh(E) Tot,0.026 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.24 kVAh-Wh(I),0 kVAh-Wh(E),0.238 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 14:30,245.37 V,244.4 V,245.09 V,0.588 A,0.992 A,0.521 A,49.961 Hz,0.256 kWh(I) Tot,0 kWh(E) Tot,0.03 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.257 kVAh-Wh(I),0 kVAh-Wh(E),0.256 kWh(I-E) Bi,0.996,1,1,2
29559724,22-08-2025 15:00,243.67 V,242.75 V,243.24 V,0.579 A,1.045 A,0.579 A,49.984 Hz,0.266 kWh(I) Tot,0 kWh(E) Tot,0.028 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.268 kVAh-Wh(I),0 kVAh-Wh(E),0.266 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 15:30,245.68 V,244.97 V,245.34 V,0.603 A,1.014 A,0.534 A,50.022 Hz,0.263 kWh(I) Tot,0 kWh(E) Tot,0.031 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.264 kVAh-Wh(I),0 kVAh-Wh(E),0.263 kWh(I-E) Bi,0.996,1,1,2
29559724,22-08-2025 16:00,250.14 V,249.74 V,249.93 V,0.565 A,0.973 A,0.519 A,50.013 Hz,0.255 kWh(I) Tot,0 kWh(E) Tot,0.032 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.257 kVAh-Wh(I),0 kVAh-Wh(E),0.255 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 16:30,253.32 V,252.72 V,253.05 V,0.515 A,0.93 A,0.499 A,50.049 Hz,0.244 kWh(I) Tot,0 kWh(E) Tot,0.03 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.246 kVAh-Wh(I),0 kVAh-Wh(E),0.244 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 17:00,249.23 V,248.89 V,248.98 V,0.548 A,0.904 A,0.53 A,50.023 Hz,0.245 kWh(I) Tot,0 kWh(E) Tot,0.031 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.247 kVAh-Wh(I),0 kVAh-Wh(E),0.245 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 17:30,249.58 V,249.13 V,249.48 V,0.568 A,0.891 A,0.533 A,50.056 Hz,0.246 kWh(I) Tot,0 kWh(E) Tot,0.033 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.249 kVAh-Wh(I),0 kVAh-Wh(E),0.246 kWh(I-E) Bi,0.988,1,1,2
29559724,22-08-2025 18:00,251.92 V,251.42 V,251.56 V,0.583 A,0.898 A,0.523 A,50.066 Hz,0.251 kWh(I) Tot,0 kWh(E) Tot,0.032 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.252 kVAh-Wh(I),0 kVAh-Wh(E),0.251 kWh(I-E) Bi,0.996,1,1,2
29559724,22-08-2025 18:30,253.69 V,252.84 V,253.34 V,0.573 A,0.883 A,0.493 A,50.075 Hz,0.245 kWh(I) Tot,0 kWh(E) Tot,0.03 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.247 kVAh-Wh(I),0 kVAh-Wh(E),0.245 kWh(I-E) Bi,0.992,1,1,2
29559724,22-08-2025 19:00,253.24 V,252.07 V,252.76 V,0.602 A,0.982 A,0.64 A,50.066 Hz,0.278 kWh(I) Tot,0 kWh(E) Tot,0.038 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.281 kVAh-Wh(I),0 kVAh-Wh(E),0.278 kWh(I-E) Bi,0.989,1,1,2
29559724,22-08-2025 19:30,249.63 V,248.05 V,249.44 V,0.658 A,0.982 A,0.579 A,50.048 Hz,0.275 kWh(I) Tot,0 kWh(E) Tot,0.033 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.277 kVAh-Wh(I),0 kVAh-Wh(E),0.275 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 20:00,246.58 V,245.14 V,246.39 V,0.716 A,1.001 A,0.621 A,50.034 Hz,0.286 kWh(I) Tot,0 kWh(E) Tot,0.03 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.287 kVAh-Wh(I),0 kVAh-Wh(E),0.286 kWh(I-E) Bi,0.997,1,1,2
29559724,22-08-2025 20:30,244.95 V,243.38 V,244.8 V,0.733 A,1.115 A,0.652 A,50.026 Hz,0.304 kWh(I) Tot,0 kWh(E) Tot,0.032 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.306 kVAh-Wh(I),0 kVAh-Wh(E),0.304 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 21:00,243.06 V,241.14 V,243.24 V,0.841 A,1.284 A,0.663 A,50.031 Hz,0.336 kWh(I) Tot,0 kWh(E) Tot,0.034 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.338 kVAh-Wh(I),0 kVAh-Wh(E),0.336 kWh(I-E) Bi,0.994,1,1,2
29559724,22-08-2025 21:30,241.36 V,238.86 V,240.99 V,0.823 A,1.34 A,0.762 A,50.041 Hz,0.349 kWh(I) Tot,0 kWh(E) Tot,0.033 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.351 kVAh-Wh(I),0 kVAh-Wh(E),0.349 kWh(I-E) Bi,0.994,1,1,2
29559724,22-08-2025 22:00,241.54 V,238.67 V,241.31 V,0.914 A,1.444 A,0.846 A,50.071 Hz,0.384 kWh(I) Tot,0 kWh(E) Tot,0.036 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.385 kVAh-Wh(I),0 kVAh-Wh(E),0.384 kWh(I-E) Bi,0.997,1,1,2
29559724,22-08-2025 22:30,239.39 V,235.78 V,238.65 V,0.945 A,1.486 A,0.906 A,50.026 Hz,0.395 kWh(I) Tot,0 kWh(E) Tot,0.036 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.396 kVAh-Wh(I),0 kVAh-Wh(E),0.395 kWh(I-E) Bi,0.997,1,1,2
29559724,22-08-2025 23:00,236.8 V,232.93 V,235.74 V,0.927 A,1.481 A,1.033 A,49.988 Hz,0.402 kWh(I) Tot,0 kWh(E) Tot,0.04 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.405 kVAh-Wh(I),0 kVAh-Wh(E),0.402 kWh(I-E) Bi,0.993,1,1,2
29559724,22-08-2025 23:30,237.5 V,233.58 V,236.53 V,0.948 A,1.588 A,1.061 A,49.964 Hz,0.422 kWh(I) Tot,0 kWh(E) Tot,0.039 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.424 kVAh-Wh(I),0 kVAh-Wh(E),0.422 kWh(I-E) Bi,0.995,1,1,2
29559724,23-08-2025 00:00,240.98 V,237.02 V,239.97 V,0.965 A,1.597 A,1.019 A,50.02 Hz,0.426 kWh(I) Tot,0 kWh(E) Tot,0.042 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.428 kVAh-Wh(I),0 kVAh-Wh(E),0.426 kWh(I-E) Bi,0.995,1,1,2
29559724,23-08-2025 00:30,245.08 V,241.41 V,244.65 V,0.948 A,1.68 A,0.946 A,50.01 Hz,0.432 kWh(I) Tot,0 kWh(E) Tot,0.05 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.435 kVAh-Wh(I),0 kVAh-Wh(E),0.432 kWh(I-E) Bi,0.993,1,1,2
29559724,23-08-2025 01:00,246.64 V,243.38 V,246.25 V,0.917 A,1.568 A,0.858 A,49.97 Hz,0.407 kWh(I) Tot,0 kWh(E) Tot,0.048 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.41 kVAh-Wh(I),0 kVAh-Wh(E),0.407 kWh(I-E) Bi,0.993,1,1,2
29559724,23-08-2025 01:30,245.89 V,242.68 V,245.58 V,0.784 A,1.444 A,0.828 A,50.013 Hz,0.371 kWh(I) Tot,0 kWh(E) Tot,0.046 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.373 kVAh-Wh(I),0 kVAh-Wh(E),0.371 kWh(I-E) Bi,0.995,1,1,2
29559724,23-08-2025 02:00,248.1 V,245.11 V,247.79 V,0.775 A,1.408 A,0.796 A,50.004 Hz,0.365 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.368 kVAh-Wh(I),0 kVAh-Wh(E),0.365 kWh(I-E) Bi,0.992,1,1,2
29559724,23-08-2025 02:30,250.41 V,247.55 V,250.06 V,0.76 A,1.376 A,0.773 A,50.043 Hz,0.359 kWh(I) Tot,0 kWh(E) Tot,0.047 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.362 kVAh-Wh(I),0 kVAh-Wh(E),0.359 kWh(I-E) Bi,0.992,1,1,2
